lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
rumple,disturb the smoothness of,2,-4.939706502424962,-4.939706502424962,0.5
knoxville,a city in eastern Tennessee on the Tennessee River,5,-4.7157410709087175,-4.951390142915497,0.0
cahoot,collusion,1,-6.217124504229461,-6.217124504229461,0.0
jeter,of the blackest black; similar to the color of jet or coal,6,-4.366151229907079,-4.4911203579414085,0.0
sleek,make slick or smooth,3,-4.298739278220393,-4.810391782121259,0.0
judaism,Jews collectively who practice a religion based on the Torah and the Talmud,7,-5.0437108979823115,-4.6409097684226985,0.1428571428571429
putter,a golfer who is putting,2,-4.565259596983154,-4.565259596983154,0.0
coax,"influence or urge by gentle urging, caressing, or flattering",6,-5.128709400927439,-5.080400820041256,0.0
defiled,place under suspicion or cast doubt upon,4,-4.19921451918677,-4.342536797013487,0.0
alluring,dispose or incline or entice to,3,-5.825442143005616,-5.825442143005616,0.33333333333333337
arguably,as can be shown by argument,2,-3.988476385998972,-3.988476385998972,0.0
heron,Greek mathematician and inventor who devised a way to determine the area of a triangle and who described various mechanical devices (first century),14,-4.715826287677311,-4.859325415174006,0.0
emits,expel (gases or odors),3,-5.239704364856975,-5.746890124953225,0.0
bracken,fern of southeastern Asia; not hardy in cold temperate regions,7,-5.0185771101080165,-5.163961669720091,0.2857142857142857
boardroom,a room where a committee meets (such as the board of directors of a company),6,-3.940681105978813,-3.9588644954919987,0.0
transcend,be greater in scope or size than some standard,4,-4.341516376688418,-4.445176708252006,0.0
mendel,Augustinian monk and botanist whose experiments in breeding garden peas led to his eventual recognition as founder of the science of genetics (1822-1884),13,-4.968081760512556,-5.043259523023976,0.15384615384615385
suspender,elastic straps that hold trousers up (usually used in the plural),7,-4.743132191231254,-5.141983235983576,0.0
meager,deficient in amount or quality or extent,4,-4.781034430560738,-4.614634132709683,0.25
mozzarella,mild white Italian cheese,4,-4.5025483927875145,-4.4635202431504,0.0
lambda,the 11th letter of the Greek alphabet,3,-4.75637873368514,-4.7185316117531855,0.0
undermining,destroy property or hinder normal operations,5,-4.592077532271722,-4.220610249210652,0.0
floozy,a prostitute who attracts customers by walking the streets,5,-4.403297916074368,-4.42916112111157,0.0
guerilla,a member of an irregular armed force that fights a stronger force by sabotage and harassment,9,-4.411513606757552,-3.9618353925313197,0.0
misbehave,behave badly,2,-4.649664194635617,-4.649664194635617,0.0
compost,a mixture of decaying vegetation and manure; used as a fertilizer,6,-5.306019083824227,-5.633089034095394,0.0
disorientation,a wild delusion (especially one induced by a hallucinogenic drug),6,-4.666164642677405,-4.2764451366882446,0.16666666666666663
maltese,a native or inhabitant of Malta,3,-5.542069080511143,-5.610709315890334,0.0
suspiciously,with suspicion,1,-4.931606286530366,-4.931606286530366,0.0
presbyterian,a follower of Calvinism as taught in the Presbyterian Church,5,-4.952685233375336,-4.760859022474814,0.19999999999999996
undergone,pass through,1,,,1.0
salvaged,"save from ruin, destruction, or harm",4,-4.348606667750829,-4.433586141309412,0.0
killjoy,someone who spoils the pleasure of others,4,-4.044366482404494,-3.997701980444268,0.0
resuscitate,cause to regain consciousness,3,-4.824436778930901,-5.026733117112178,0.0
algren,United States writer (1909-1981),3,-4.215418803885021,-4.323541482777782,0.0
solicitation,an entreaty addressed to someone of superior status,5,-4.230754539603864,-4.44528299484781,0.19999999999999996
bleu,cheese containing a blue mold,4,-4.725675516959106,-4.771811003772342,0.0
magnify,"increase in size, volume or significance",4,-4.895070635643957,-4.905565067161195,0.0
recoil,"draw back, as with fear or pain",4,-3.742628330781728,-3.964970216082858,0.0
antwerp,a busy port and financial center in northern Belgium on the Scheldt river; it has long been a center for the diamond industry and the first stock exchange was opened there in 1460,16,-4.31075690991143,-4.454352283190694,0.0625
spectral,of or relating to a spectrum,2,-5.461407730225668,-5.461407730225668,0.0
congratulating,say something to someone that expresses praise,5,-3.6855256892724797,-3.264934231080262,0.0
aragon,French writer who generalized surrealism to literature (1897-1982),5,-4.613093310569052,-4.549532289888843,0.4
embolism,an insertion into a calendar,2,-5.657281825347447,-5.657281825347447,0.0
envisioned,imagine; conceive of; see in one's mind,4,-3.917440933246535,-3.6787497988083717,0.0
chalet,a Swiss house with a sloping roof and wide eaves or a house built in this style,9,-4.398420028743893,-4.40900701107871,0.11111111111111116
plop,the noise of a rounded object dropping into a liquid without a splash,6,-4.476564240019077,-4.4223979580138035,0.0
adonis,any handsome young man,3,-3.596725199028509,-3.595515613952516,0.0
aerospace,the atmosphere and outer space considered as a whole,5,-4.152940238009235,-4.159426002355209,0.19999999999999996
sterilize,make free from bacteria,3,-3.943041590190815,-3.6953459119937526,0.0
doormat,a person who is physically weak and ineffectual,4,-4.322506181316481,-4.387423401720362,0.25
baudelaire,a French poet noted for macabre imagery and evocative language (1821-1867),7,-4.914292724567189,-4.593419774832254,0.1428571428571429
unmistakable,clearly evident to the mind,3,-4.473930565324094,-4.326204923144583,0.0
pretender,a claimant to the throne or to the office of ruler (usually without just title),6,-4.515055301197696,-4.656138106732837,0.16666666666666663
fledged,"feed, care for, and rear young birds for flight",6,-4.219142101807347,-4.099675246584901,0.0
unrequited,not returned in kind,2,-3.5639609349381596,-3.5639609349381596,0.0
suffocation,killing by depriving of oxygen,3,-4.635805293798451,-4.795905726514217,0.0
barrio,a Spanish-speaking quarter in a town or city (especially in the United States),7,-4.0040460994651506,-3.9722524081542123,0.1428571428571429
maleficent,harmful or evil in intent or effect,4,-4.846213514361695,-4.754598445498995,0.0
dandelion,any of several herbs of the genus Taraxacum having long tap roots and deeply notched leaves and bright yellow flowers followed by fluffy seed balls,17,-4.4276368332442155,-4.479377612171097,0.17647058823529416
transforms,subject to a mathematical transformation,3,-5.157167354449293,-5.4859555822590185,0.0
realising,earn on some commercial or business transaction; earn as salary or wages,7,-4.708437213445258,-4.782849809640838,0.0
calamari,(Italian cuisine) squid prepared as food,5,-4.764647884111022,-4.475593570636272,0.0
dreading,be afraid or scared of; be frightened of,3,-4.541011405487634,-4.756911343302614,0.0
unification,an occurrence that involves the production of a union,4,-5.084493347523094,-4.935701936738693,0.0
hijacker,a holdup man who stops a vehicle and steals from it,5,-4.046186486396376,-4.2023567906074994,0.0
journeyed,undertake a journey or trip,3,-4.823792553333133,-4.489014240264739,0.0
rasputin,Siberian peasant monk who was religious advisor in the court of Nicholas II; was assassinated by Russian noblemen who feared that his debauchery would weaken the monarchy (1872-1916),15,-5.1522051114879925,-5.052358459689932,0.0
frantically,in an uncontrolled manner,2,-4.610142464345242,-4.610142464345242,0.5
jamison,United States dancer and choreographer (born in 1944),5,-4.604409159935782,-4.323541482777782,0.0
frosted,decorate with frosting,2,-5.800317530018809,-5.800317530018809,0.0
complicity,guilt as an accomplice in a crime or offense,4,-4.653710552643457,-4.756405393066434,0.0
winked,signal by winking,2,-5.217628667597652,-5.217628667597652,0.0
limey,a man of English descent,3,-4.090444431809534,-4.0943315723825675,0.0
inflate,exaggerate or make bigger,3,-3.8760980636378335,-3.2349204454140734,0.0
waging,"carry on (wars, battles, or campaigns)",4,-4.135717882811192,-4.137648475683092,0.0
sleet,partially melted snow (or a mixture of rain and snow),6,-4.8688281152824215,-4.716807353824077,0.0
sieve,a strainer for separating lumps from powdered material or grading particles,7,-5.069590235178086,-4.938588222491859,0.1428571428571429
slaving,"work very hard, like a slave",3,-3.6536817371384127,-3.4714400543489883,0.0
trig,the mathematics of triangles and trigonometric functions,4,-5.178523736795994,-5.26262901077634,0.25
lout,an awkward stupid person,3,-4.0439816993762525,-3.7419325067028195,0.0
sag,"droop, sink, or settle from or as if from pressure or loss of tautness",6,-4.44633270145152,-4.391565084899234,0.33333333333333337
decimal,a proper fraction whose denominator is a power of 10,4,-4.551564772808384,-4.507093997653561,0.25
inaugural,an address delivered at an inaugural ceremony (especially by a United States president),8,-4.461995823800411,-4.249850921072289,0.0
crumbles,fall apart,2,-4.041183115762349,-4.041183115762349,0.0
extensively,in a widespread way,2,-4.33790443095435,-4.33790443095435,0.0
parenthood,the state of being a parent,2,-3.791956619943548,-3.791956619943548,0.0
lessen,"decrease in size, extent, or range",4,-5.011927820439792,-4.903158554634854,0.0
schoolwork,a school task performed by a student to satisfy the teacher,6,-4.392629303711687,-4.369466990804151,0.0
sterilized,make free from bacteria,3,-3.943041590190815,-3.6953459119937526,0.0
sycamore,variably colored and sometimes variegated hard tough elastic wood of a sycamore tree,10,-4.49792715681834,-4.160044845641652,0.19999999999999996
sodomy,"intercourse via the anus, committed by a man with a man or woman",6,-4.098300337683295,-3.943609132838186,0.0
flamethrower,a weapon that squirts ignited fuel for several yards,6,-4.7822893566550295,-4.534789345229046,0.0
sidle,move unobtrusively or furtively,3,-3.319852339237267,-3.319852339237267,0.6666666666666667
oncologist,a specialist in oncology,2,-5.6567705849777035,-5.6567705849777035,0.0
kami,"one the Shinto deities (including mythological beings, spirits of distinguished men, forces of nature)",10,-4.452051676386953,-4.221006699656,0.19999999999999996
differentiate,mark as different,2,-3.8073733934695944,-3.8073733934695944,0.0
convened,meet formally,2,-4.515243534487281,-4.515243534487281,0.0
oates,English conspirator who claimed that there was a Jesuit plot to assassinate Charles II (1649-1705),8,-5.024995055661352,-4.895012061444018,0.0
virile,characterized by energy and vigor,3,-5.58007020136485,-6.2254599950316765,0.0
syrinx,a primitive wind instrument consisting of several parallel pipes bound together,8,-4.764264157066793,-4.7523431008716095,0.0
microfilm,film on which materials are photographed at greatly reduced size; useful for storage; a magnification system is used to read the material,13,-4.428835442983725,-4.531084970558887,0.07692307692307687
massively,to a massive degree or in a massive manner,4,-4.619256776508404,-4.671975327828754,0.0
succulent,a plant adapted to arid conditions and characterized by fleshy water-storing tissues that act as water reservoirs,11,-4.794497024136083,-4.609389123235778,0.2727272727272727
haggle,"wrangle (over a price, terms of an agreement, etc.)",5,-4.6344740709156325,-4.459484610117709,0.19999999999999996
crony,a close friend who accompanies his buddies in their activities,5,-3.802354932682288,-3.748478865002367,0.19999999999999996
motivational,of or relating to motivation,2,-5.402634933097431,-5.402634933097431,0.0
impeachment,a formal document charging a public official with misconduct in office,7,-4.533045367318715,-4.414883498106811,0.0
swerve,turn sharply; change direction abruptly,5,-4.484835856678228,-4.426174726582724,0.0
restrict,place restrictions on,2,-4.407802707595454,-4.407802707595454,0.0
cartier,French explorer who explored the St. Lawrence river and laid claim to the region for France (1491-1557),9,-4.6200335852657375,-4.403078246656999,0.0
fresher,a first-year undergraduate,2,,,1.0
bookcase,a piece of furniture with shelves for storing books,5,-4.1078836638194565,-3.948872559971817,0.19999999999999996
venomous,extremely poisonous or injurious; producing venom,5,-5.0353941192423015,-5.070447301405245,0.19999999999999996
dunkirk,a crisis in which a desperate effort is the only alternative to defeat,5,-4.689828815527168,-4.687966979259396,0.0
precipice,a very steep cliff,2,-5.145853582271054,-5.145853582271054,0.0
resentful,full of or marked by resentment or indignant ill will,5,-4.461994672979037,-4.2181164094376316,0.19999999999999996
jittery,characterized by jerky movements,3,-5.517595228136778,-5.728947372812245,0.0
inge,English prelate noted for his pessimistic sermons and articles (1860-1954),6,-4.874203458222733,-4.618971611390622,0.16666666666666663
blithe,lacking or showing a lack of due concern,5,-4.249906518845757,-4.391755626100548,0.0
whopper,a gross untruth; a blatant lie,4,-4.822970193085867,-4.734894759401636,0.25
prowling,move about in or as if in a predatory manner,3,-4.683811730014265,-4.610142464345242,0.0
tet,the New Year in Vietnam; observed for three days after the first full moon after January 20th,9,-3.8988567700840266,-3.717286544143071,0.0
lioness,a female lion,2,-4.4729198720976875,-4.4729198720976875,0.0
jacobi,German mathematician (1804-1851),2,-4.953483392040982,-4.953483392040982,0.0
tinted,color lightly,2,-4.736561971866131,-4.736561971866131,0.0
scissor,cut with or as if with scissors,2,-4.387616513500154,-4.387616513500154,0.0
postage,the charge for mailing something,3,-3.6990962201507807,-3.9259817471057885,0.0
indulged,give free rein to,3,-4.055092098453269,-3.6953459119937526,0.0
undesirable,not wanted,1,-2.528151784953784,-2.528151784953784,0.0
constructing,make by combining materials and parts,4,-4.22171020064129,-4.028163128512842,0.0
overlord,a person who has general authority over others,4,-3.9526444074545877,-3.905499147831732,0.0
christmastime,period extending from Dec. 24 to Jan. 6,2,-4.847096704514346,-4.847096704514346,0.0
spoonful,as much as a spoon will hold,3,-3.7906734766936965,-3.3706477056213453,0.0
halted,cause to stop,2,-3.544243239378641,-3.544243239378641,0.0
haji,an Arabic term of respect for someone who has made the pilgrimage to Mecca,7,-4.429454100270659,-4.278896454562161,0.0
xian,a city of central China; capital of ancient Chinese empire 221-206 BC,8,-4.584444353423948,-4.535680401788088,0.0
affront,a deliberately offensive act or something producing the effect of deliberate disrespect,8,-4.630602515235197,-4.958699553498571,0.0
renovating,restore to a previous or better condition,4,-4.183716093706768,-4.558852715608695,0.0
conjured,"summon into action or bring into existence, often as if by magic",6,-4.336022915415177,-4.174767392783595,0.0
undiscovered,not discovered,1,-4.868336702904002,-4.868336702904002,0.0
maul,a heavy long-handled hammer used to drive stakes or wedges,7,-4.423566465456661,-4.4549750815685325,0.1428571428571429
undivided,not parted by conflict of opinion,3,-4.262340163711758,-4.355904854387938,0.0
decked,be beautiful to look at,2,-3.1171984535973607,-3.1171984535973607,0.0
darkroom,a room in which photographs are developed,3,-4.327950943677054,-4.608099498223063,0.0
goblet,a drinking glass with a base and stem,4,-4.290497019767379,-4.1555299226751945,0.0
blubber,cry or whine with snuffling,3,-4.550444309055146,-4.550444309055146,0.33333333333333337
leda,(Greek mythology) a queen of Sparta who was raped by Zeus who had taken the form of a swan; Helen of Troy was conceived in the rape of Leda,14,-4.893581869651669,-4.932083684577936,0.0
feline,of or relating to cats,2,-4.705306186699498,-4.705306186699498,0.0
unfounded,without a basis in reason or fact,3,-4.1033929620472795,-3.7301540076988857,0.0
innuendo,an indirect (and usually malicious) implication,4,-5.175389947750722,-5.553056601260869,0.25
sportsman,someone who engages in sports,3,-4.224272585984441,-4.431272274156452,0.0
cosmopolitan,a sophisticated person who has travelled in many countries,5,-4.0285318852090715,-3.7349608842263007,0.0
overdrive,drive or work too hard,3,-3.4273297844156487,-3.4714400543489883,0.0
otherworldly,existing outside of or not in accordance with nature; -Aldous Huxley,5,-4.844355118932901,-4.412747597278635,0.0
succubus,a female demon believed to have sexual intercourse with sleeping men,7,-4.153736506388959,-4.352042474182053,0.0
bide,dwell,1,-5.477111347536301,-5.477111347536301,0.0
jabbering,rapid and indistinct speech,3,-4.605778506828991,-4.38512037205794,0.0
burlesque,a theatrical entertainment of broad and earthy humor; consists of comic skits and short turns (and sometimes striptease),12,-4.8881492537635705,-4.885856433535912,0.16666666666666663
ungodly,characterized by iniquity; wicked because it is believed to be a sin,5,-4.6950816081956175,-4.642243655434849,0.19999999999999996
lite,having relatively few calories,2,-5.478329673670574,-5.478329673670574,0.0
teleportation,a hypothetical mode of instantaneous transportation; matter is dematerialized at one place and recreated at another,8,-4.931787070666354,-5.251271404469233,0.125
suntan,a browning of the skin resulting from exposure to the rays of the sun,6,-4.378112600419999,-4.273903498914229,0.0
dignitary,an important or influential (and often overbearing) person,5,-4.277269556354259,-3.9280655001892986,0.19999999999999996
shortness,the property of being of short spatial extent,4,-4.919396432919987,-4.83101583398502,0.0
alight,"to come to rest, settle",3,-3.5056927718788664,-3.6462835839997405,0.0
tarnished,"make dirty or spotty, as by exposure to air; also used metaphorically",8,-4.394784855139239,-4.003157796454947,0.0
couscous,a spicy dish that originated in northern Africa; consists of pasta steamed with a meat and vegetable stew,11,-5.034183730065541,-4.960135507752186,0.09090909090909094
influenza,an acute febrile highly contagious viral disease,6,-5.105688072095345,-5.416752614490637,0.16666666666666663
eyeliner,makeup applied to emphasize the shape of the eyes,5,-4.716486325795265,-4.855322407624007,0.0
insertion,a message (spoken or written) that is introduced or inserted,5,-4.300293271400861,-3.923094925712321,0.0
zit,a small inflamed elevation of the skin; a pustule or papule; common symptom in acne,9,-5.061652526622173,-4.876199023300972,0.2222222222222222
everglades,a large subtropical swamp in southern Florida that is noted for its wildlife,7,-4.788865229358845,-4.837307335960864,0.1428571428571429
hilltop,the peak of a hill,2,-4.687073626481332,-4.687073626481332,0.0
shakti,the female or generative principle; wife of Siva and a benevolent form of Devi,7,-4.757763708404504,-4.5821173201299565,0.1428571428571429
hastily,in a hurried or hasty manner,3,-4.626765835812237,-4.610142464345242,0.0
adjutant,an officer who acts as military assistant to a more senior officer,6,-4.1515895809950925,-4.094160546889131,0.0
rationing,the act of rationing,2,-4.610863415642655,-4.610863415642655,0.0
agility,the gracefulness of a person or animal that is quick and nimble,5,-4.41683966314766,-3.9789642854690572,0.19999999999999996
modeled,resembling sculpture,2,-5.532447515303499,-5.532447515303499,0.0
guggenheim,United States philanthropist; son of Meyer Guggenheim who created several foundations to support the arts (1861-1949),11,-4.652222485835413,-4.3479370291055055,0.0
scuffle,disorderly fighting,2,-4.780643156633765,-4.780643156633765,0.0
indra,chief Hindu god of the Rig-Veda; god of rain and thunder,7,-4.044256458437517,-4.102721751031796,0.1428571428571429
boise,the capital and largest city of Idaho,4,-4.60470913093396,-4.520943830825139,0.0
crosshairs,a center of interest,2,-4.248144865285713,-4.248144865285713,0.0
maniacal,wildly disordered,2,-5.352611507260454,-5.352611507260454,0.0
industrialist,someone who manages or has significant financial interest in an industrial enterprise,7,-4.525972461265044,-4.762581920277309,0.0
philharmonic,composing or characteristic of an orchestral group,4,-5.301825899202553,-5.657086594221301,0.0
vex,"cause annoyance in; disturb, especially by minor irritations",6,-5.065979307629827,-4.871507190939203,0.0
toughen,make tough or tougher,3,-4.08088596560354,-4.109513262740513,0.0
theorem,a proposition deducible from basic postulates,4,-4.968388727793911,-4.968388727793911,0.5
bleached,having lost freshness or brilliance of color,4,-4.636254202920893,-4.287973604664366,0.25
sharpening,make sharp or sharper,3,-4.436445790272031,-4.584902526549893,0.0
retina,the innermost light-sensitive membrane covering the back wall of the eyeball; it is continuous with the optic nerve,10,-4.884716148768132,-5.2796832156797615,0.09999999999999998
confesses,"confess to a punishable or reprehensible deed, usually under pressure",6,-4.790785285523597,-4.715363962529683,0.16666666666666663
parr,Queen of England as the 6th wife of Henry VIII (1512-1548),5,-4.0126216805430595,-4.102119821942645,0.19999999999999996
galloway,a district in southwestern Scotland,3,-4.814312463420078,-4.814312463420078,0.33333333333333337
kandahar,a city in southern Afghanistan; an important trading center,6,-4.449388709994262,-4.59583532060466,0.0
bandy,toss or strike a ball back and forth,5,-4.101732143207,-4.261087416288863,0.0
cypher,a mathematical element that when added to another number yields the same number,6,-4.52473135998321,-4.573737471686461,0.0
incumbent,the official who holds an office,3,-3.8282525796080793,-3.699226535096082,0.0
chasm,a deep opening in the earth's surface,4,-4.209881429201556,-4.218909668508163,0.0
jezebel,wife of Ahab who was king of Israel; according to the Old Testament she was a cruel immoral queen who fostered the worship of Baal and tried to kill Elijah and other prophets of Israel (9th century BC),20,-4.753881852803071,-5.021922538821398,0.0
zenith,the point above the observer that is directly opposite the nadir on the imaginary sphere against which celestial bodies appear to be projected,11,-4.706794241935343,-4.6366634417514305,0.09090909090909094
laughable,incongruous;inviting ridicule,3,-5.503261795163645,-5.503261795163645,0.33333333333333337
bylaw,a rule adopted by an organization in order to regulate its own affairs and the behavior of its members,8,-4.590979259225368,-4.514206497256051,0.0
attest,"provide evidence for; stand as proof of; show by one's behavior, attitude, or external attributes",9,-4.493318289978691,-4.642499589442912,0.0
splendidly,extremely well,2,-3.5572814917511764,-3.5572814917511764,0.0
cootie,a parasitic louse that infests the body of human beings,6,-4.443634607517316,-3.7310018131685196,0.16666666666666663
purification,the act of cleaning by getting rid of impurities,5,-3.6019788110235744,-3.9115918353992285,0.19999999999999996
infused,teach and impress by frequent repetitions or admonitions,5,-5.1581951256974365,-5.2598537441467625,0.19999999999999996
dishonesty,the quality of being dishonest,2,-5.114333934423729,-5.114333934423729,0.0
israelite,a native or inhabitant of the ancient kingdom of Israel,5,-4.890665198943411,-4.7966619138511675,0.0
dabble,dip a foot or hand briefly into a liquid,5,-4.4932628960868355,-4.966007730780445,0.0
siphon,a tube running from the liquid in a vessel to a lower level outside the vessel so that atmospheric pressure forces the liquid through the tube,12,-4.5417174487367795,-4.748372599092286,0.0
wimbledon,a suburb of London and the headquarters of the club where annual international tennis championships are played on grass courts,11,-4.5917783803558345,-4.757276553802337,0.0
economically,with respect to economic science,3,-4.518448832596065,-4.34274703469192,0.0
apologizes,acknowledge faults or shortcomings or failing,4,-4.951860001726623,-4.8658322172852895,0.0
childless,without offspring,1,-5.520552503519661,-5.520552503519661,0.0
clarification,an interpretation that removes obstacles to understanding,4,-4.664723502048236,-4.889906105776409,0.0
ornery,having a difficult and contrary disposition; - Dorothy Sayers,5,-4.9611437909127964,-4.9956261188053395,0.19999999999999996
bustle,move or cause to move energetically or busily,5,-3.552965378567608,-3.319852339237267,0.4
amplify,"increase in size, volume or significance",4,-4.895070635643957,-4.905565067161195,0.0
mcgraw,United States baseball player and manager (1873-1934),5,-4.296203299822638,-4.325298249934539,0.0
trachea,membranous tube with cartilaginous rings that conveys inhaled air from the larynx to the bronchi,9,-4.840135253037012,-4.748372599092286,0.4444444444444444
undue,not yet payable,2,-4.817774853638171,-4.817774853638171,0.0
semitic,a major branch of the Afro-Asiatic language family,5,-4.110265509835945,-4.15585480333479,0.19999999999999996
absinthe,aromatic herb of temperate Eurasia and North Africa having a bitter taste used in making the liqueur absinthe,12,-4.41668479136041,-4.397212986197369,0.33333333333333337
ardent,characterized by intense emotion,3,-5.253199130907087,-4.868183703745492,0.0
strengthened,make strong or stronger,3,-3.57419532954625,-3.9618353925313197,0.0
bellboy,someone employed as an errand boy and luggage carrier around hotels,7,-4.4377578756452385,-4.9859895199144155,0.0
freshwater,water that is not salty,2,-4.531078813728907,-4.531078813728907,0.0
usefulness,the quality of being of practical use,3,-4.360861461444206,-4.614634132709683,0.0
deviation,a variation that deviates from the standard or norm,4,-5.411658102391295,-5.464322144206302,0.0
gait,the rate of moving (especially walking or running),5,-3.8007856591807467,-3.653885784023929,0.0
podcast,distribute (multimedia files) over the internet for playback on a mobile device or a personal computer,9,-4.704058239076251,-4.5418145231101885,0.11111111111111116
uppercut,a swinging blow directed upward (especially at an opponent's chin),7,-4.708134238391321,-4.602131250515522,0.0
pronunciation,the manner in which someone utters a word,4,-3.769521923517949,-3.433489075128343,0.25
forefront,the part in the front or nearest the viewer,4,-4.144554448373212,-3.8782841281403635,0.0
billiards,any of several games played on rectangular cloth-covered table (with cushioned edges) in which long tapering cue sticks are used to propel ivory (or composition) balls,17,-4.31323141493317,-3.9945955938878814,0.23529411764705888
computing,the branch of engineering science that studies (with the aid of computers) computable processes and structures,9,-4.529340430383402,-4.510274463405731,0.11111111111111116
penitent,(Roman Catholic Church) a person who repents for wrongdoing (a Roman Catholic may be admitted to penance under the direction of a confessor),12,-4.802223533287612,-4.57548403148114,0.08333333333333337
thrives,grow vigorously,2,-5.2148311414367345,-5.2148311414367345,0.0
macgregor,Scottish clan leader and outlaw who was the subject of a 1817 novel by Sir Walter Scott (1671-1734),9,-4.525374090040452,-4.393136769015325,0.0
fable,a deliberately false or improbable account,4,-4.9952980398652285,-4.893367844045333,0.0
dosed,treated with some kind of application,3,-4.134226578091378,-4.238712196006748,0.0
coexist,"coexist peacefully, as of nations",3,-5.339599666426667,-5.399950814052349,0.0
helplessness,powerlessness revealed by an inability to act,4,-4.866330548756143,-4.869268610880007,0.25
wasteful,inefficient in use of time and effort and materials,5,-4.267160937065261,-4.49145428329793,0.0
coursing,hunting with dogs (usually greyhounds) that are trained to chase game (such as hares) by sight instead of by scent,11,-4.544911616886499,-4.455499192631956,0.0
croquet,a game in which players hit a wooden ball through a series of hoops; the winner is the first to traverse all the hoops and hit a peg,12,-4.498037326724334,-4.486185322978697,0.0
pinning,a mutual promise of a couple not to date anyone else; on college campuses it was once signaled by the giving of a fraternity pin,12,-4.155583835149636,-4.009777755465825,0.0
unafraid,oblivious of dangers or perils or calmly resolute in facing them,6,-5.150079328138072,-5.5708814209304975,0.0
skyline,the outline of objects seen against the sky,4,-4.272825667227274,-4.349705275009663,0.0
christened,administer baptism to,2,-5.768455865064713,-5.768455865064713,0.0
brisket,a cut of meat from the breast or lower chest especially of beef,7,-4.31282776154686,-4.340328204770829,0.0
dinar,100 dinars equal 1 rial in Iran,4,-5.386507207441814,-5.293343711519567,0.25
incomparable,such that comparison is impossible; unsuitable for comparison or lacking features that can be compared,7,-5.108041293663949,-5.017430798469306,0.0
kooky,informal or slang terms for mentally irregular,5,-5.365602476692554,-5.629721510742459,0.0
exercised,put to use,2,-3.272879907188826,-3.272879907188826,0.0
rusk,slice of sweet raised bread baked again until it is brown and hard and crisp,8,-4.506822203434917,-4.431999866298991,0.0
clergyman,a member of the clergy and a spiritual leader of the Christian Church,6,-4.653604843380069,-4.362073515290426,0.0
continuance,the act of continuing an activity without interruption,4,-4.561224737440821,-4.37739980624484,0.0
compressor,a mechanical device that compresses gasses,4,-5.003430731741746,-4.824855183748967,0.0
butterfield,English architect who designed many churches (1814-1900),5,-4.263423165313235,-4.102136720804828,0.0
rectory,an official residence provided by a church for its parson or vicar or rector,7,-4.861000632590154,-4.841823779169042,0.1428571428571429
bountiful,given or giving freely,3,-3.6892602708216917,-2.9245795541709487,0.0
scouring,moving over territory to search for something,4,-3.769330737778926,-3.753416392371925,0.0
reminisce,recall the past,2,-4.26461634322545,-4.26461634322545,0.0
monogamous,(used of relationships and of individuals) having one mate,4,-4.103661064714635,-4.131323281574929,0.0
aggravation,an exasperated feeling of annoyance,3,-4.958275639663144,-4.958275639663144,0.33333333333333337
rushmore,a mountain in the Black Hills of South Dakota; the likenesses of Washington and Jefferson and Lincoln and Roosevelt are carved on it,11,-4.697906411579871,-4.652288388546843,0.09090909090909094
lends,bestow a quality on,2,-5.237326839662499,-5.237326839662499,0.0
guevara,an Argentine revolutionary leader who was Fidel Castro's chief lieutenant in the Cuban revolution; active in other Latin American countries; was captured and executed by the Bolivian army (1928-1967),17,-4.831086037754737,-4.854444620140738,0.0
wolff,German anatomist (1733-1794),2,-4.167437758775109,-4.167437758775109,0.5
competence,the quality of being adequately or well qualified physically and intellectually,6,-4.996813628535333,-5.251360536727985,0.0
ambrosia,a mixture of nectar and pollen prepared by worker bees and fed to larvae,8,-5.229397862835763,-5.395871368724216,0.0
caribou,Arctic deer with large antlers in both sexes; called `reindeer' in Eurasia and `caribou' in North America,11,-4.766240127698635,-4.669600821810889,0.09090909090909094
paraguay,a landlocked republic in south central South America; achieved independence from Spain in 1811,9,-4.595622454686173,-4.691179463571038,0.11111111111111116
woodhull,United States advocate of women's suffrage; in 1872 she was the first woman to run for the United States presidency (1838-1927),11,-4.013222581016924,-3.773182638988441,0.09090909090909094
screenwriter,someone who writes screenplays,3,-4.221344009737203,-3.9084646216171026,0.0
bumpkin,a person who is not very intelligent or interested in culture,4,-4.305941319591251,-4.394247127561179,0.0
antiquated,make obsolete or old-fashioned,3,-4.2654165374836275,-4.2654165374836275,0.33333333333333337
tinder,material for starting a fire,3,-3.839449961661721,-3.5892020462260956,0.0
cagney,United States film actor known for his portrayals of tough characters (1899-1986),8,-3.898153742780089,-4.109513262740513,0.125
themed,provide with a particular theme or motive,4,-4.6770540554926665,-4.671398984590928,0.0
pedicure,professional care for the feet and toenails,4,-4.354225239360051,-4.084734785969674,0.0
granola,cereal made of especially rolled oats with dried fruits and nuts and honey or brown sugar,11,-4.451577614164601,-4.364477007675609,0.0
withers,the highest part of the back at the base of the neck of various animals especially draft animals,10,-4.066983643762158,-4.089499665034257,0.0
apathy,an absence of emotion or enthusiasm,3,-5.007174787424264,-5.051754975396358,0.0
procured,get by special effort,3,-3.5544798816664276,-3.8167503981076827,0.0
substantially,to a great extent or degree,3,-4.2669513047340555,-4.3992682590638434,0.0
